,ISO,dt_00,dt_01,dt_02,dt_03,dt_04,dt_05,dt_06,dt_07,dt_08,dt_09,dt_10,dt_11,dt_12,dt_13,dt_14,dt_15,dt_16,dt_17,dt_18,dt_19,dt_20,dt_21,dt_22,dt_23,dt_24,dt_25,dt_26,dt_27,dt_28,dt_29,dt_30,dt_31,dt_32,dt_33,dt_34,dt_35,dt_36,dt_37,dt_38,dt_39,dt_40,dt_41,dt_42,dt_43,dt_44,dt_45,dt_46,dt_47,dt_48,dt_49,dt_50,dt_51,dt_52,dt_53,dt_54,dt_55,dt_56,dt_57,dt_58,dt_59,dt_60,evaldt_00,evaldt_01,evaldt_02,evaldt_03,evaldt_04,evaldt_05,evaldt_06,evaldt_07,evaldt_08,evaldt_09,evaldt_10,evaldt_11,evaldt_12,evaldt_13,evaldt_14,evaldt_15,evaldt_16,evaldt_17,evaldt_18,evaldt_19,evaldt_20,evaldt_21,evaldt_22,evaldt_23,evaldt_24,evaldt_25,evaldt_26,evaldt_27,evaldt_28,evaldt_29,evaldt_30,evaldt_31,evaldt_32,evaldt_33,evaldt_34,evaldt_35,evaldt_36,evaldt_37,evaldt_38,evaldt_39,evaldt_40,evaldt_41,evaldt_42,evaldt_43,evaldt_44,evaldt_45,evaldt_46,evaldt_47,evaldt_48,evaldt_49,evaldt_50,evaldt_51,evaldt_52,evaldt_53,evaldt_54,evaldt_55,evaldt_56,evaldt_57,evaldt_58,evaldt_59,evaldt_60
20,CAF,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
21,TCD,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
22,CHN,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
23,COL,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
24,COG,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
25,CRI,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
26,CIV,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
27,HRV,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
28,CUB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
29,PRK,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
30,COD,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
31,DOM,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
32,ECU,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
33,EGY,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
34,SLV,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
35,ETH,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
36,GAB,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
37,GMB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
38,GEO,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
39,GHA,5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
40,GTM,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,14-Oct-99,24-Jan-00,02-May-00,13-Jul-00,27-Oct-00,25-Jan-01,30-Apr-01,12-Jul-01,27-Oct-01,18-Jan-02,18-Apr-02,27-Jun-02,25-Oct-02,16-Jan-03,04-Apr-03,26-Jun-03,24-Oct-03,15-Jan-04,30-Apr-04,25-Jun-04,22-Oct-04,21-Jan-05,29-Apr-05,20-Jun-05,21-Oct-05,27-Jan-06,21-Apr-06,29-Jun-06,20-Oct-06,26-Jan-07,30-Mar-07,29-Jun-07,26-Oct-07,01-Feb-08,18-Apr-08,20-Jun-08,24-Oct-08,30-Jan-09,03-Apr-09,03-Jul-09,23-Oct-09,29-Jan-10,02-Apr-10,02-Jul-10,10-Dec-10,28-Jan-11,31-Mar-11,01-Jul-11,28-Oct-11,27-Jan-12,30-Mar-12,29-Jun-12,26-Oct-12,01-Jan-13,25-Jan-13,28-Jun-13,18-Oct-13,31-Jan-14,27-Jun-14,25-Jul-14,17-Oct-14
